Question,Location,Gender,Age,Answer,Count
What is the top thing that you need information about?,Dolakha,Male,15 to 24,How to get shelter materials,4
What is the top thing that you need information about?,Dolakha,Male,15 to 24,News about government decisions,12
What is the top thing that you need information about?,Dolakha,Male,15 to 24,How to register for access support,2
What is the top thing that you need information about?,Dolakha,Male,15 to 24,Others,0
What is the top thing that you need information about?,Dolakha,Male,15 to 24,Finding missing people,0
What is the top thing that you need information about?,Dolakha,Male,55+,How to get healthcare psychosocial support,5
What is the top thing that you need information about?,Dolakha,Male,55+,How to replace personal documentation,0
What is the top thing that you need information about?,Dolakha,Male,55+,NA,11
What is the top thing that you need information about?,Dolakha,Male,55+,How to get shelter materials,13
What is the top thing that you need information about?,Dolakha,Male,55+,News about government decisions,35
What is the top thing that you need information about?,Dolakha,Male,55+,How to register for access support,10
What is the top thing that you need information about?,Dolakha,Male,55+,Others,0
What is the top thing that you need information about?,Dolakha,Male,55+,Finding missing people,0
What is the top thing that you need information about?,Dolakha,Male,15-24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dolakha,Male,15-24,How to replace personal documentation,0
What is the top thing that you need information about?,Dolakha,Male,15-24,NA,5
What is the top thing that you need information about?,Dolakha,Male,15-24,How to get shelter materials,1
What is the top thing that you need information about?,Dolakha,Male,15-24,News about government decisions,1
What is the top thing that you need information about?,Dolakha,Male,15-24,How to register for access support,1
What is the top thing that you need information about?,Dolakha,Male,15-24,Others,0
What is the top thing that you need information about?,Dolakha,Male,15-24,Finding missing people,0
What is the top thing that you need information about?,Dolakha,Male,Don't know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dolakha,Male,Don't know,How to replace personal documentation,0
What is the top thing that you need information about?,Dolakha,Male,Don't know,NA,0
What is the top thing that you need information about?,Dolakha,Male,Don't know,How to get shelter materials,2
What is the top thing that you need information about?,Dolakha,Male,Don't know,News about government decisions,0
What is the top thing that you need information about?,Dolakha,Male,Don't know,How to register for access support,0
What is the top thing that you need information about?,Dolakha,Male,Don't know,Others,0
What is the top thing that you need information about?,Dolakha,Male,Don't know,Finding missing people,0
What is the top thing that you need information about?,Dolakha,Other,40 to 54,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dolakha,Other,40 to 54,How to replace personal documentation,0
What is the top thing that you need information about?,Dolakha,Other,40 to 54,NA,0
What is the top thing that you need information about?,Dolakha,Other,40 to 54,How to get shelter materials,0
What is the top thing that you need information about?,Dolakha,Other,40 to 54,News about government decisions,0
What is the top thing that you need information about?,Dolakha,Other,40 to 54,How to register for access support,0
What is the top thing that you need information about?,Dolakha,Other,40 to 54,Others,0
What is the top thing that you need information about?,Dolakha,Other,40 to 54,Finding missing people,0
What is the top thing that you need information about?,Dolakha,Other,Refused,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dolakha,Other,Refused,How to replace personal documentation,0
What is the top thing that you need information about?,Dolakha,Other,Refused,NA,0
What is the top thing that you need information about?,Dolakha,Other,Refused,How to get shelter materials,0
What is the top thing that you need information about?,Dolakha,Other,Refused,News about government decisions,0
What is the top thing that you need information about?,Dolakha,Other,Refused,How to register for access support,0
What is the top thing that you need information about?,Dolakha,Other,Refused,Others,0
What is the top thing that you need information about?,Dolakha,Other,Refused,Finding missing people,0
What is the top thing that you need information about?,Dolakha,Other,don't Know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dolakha,Other,don't Know,How to replace personal documentation,0
What is the top thing that you need information about?,Dolakha,Other,don't Know,NA,0
What is the top thing that you need information about?,Dolakha,Other,don't Know,How to get shelter materials,0
What is the top thing that you need information about?,Dolakha,Other,don't Know,News about government decisions,0
What is the top thing that you need information about?,Dolakha,Other,don't Know,How to register for access support,0
What is the top thing that you need information about?,Dolakha,Other,don't Know,Others,0
What is the top thing that you need information about?,Dolakha,Other,don't Know,Finding missing people,0
What is the top thing that you need information about?,Dolakha,Other,25 to 39,How to get healthcare psychosocial support,0
