What is your biggest problem?,Occupation_Other,District,Month,Gender,Age,Are you satisfied with what NGOs are doing for you after the earthquake?,Are your main problems being addressed?,Are your main problems being addressed2?,What is the top thing that you need information about?,Is support provided in a fair way?,Do_you_have_any_health_problem,C0JS,Date,Ward,Ethnicity_Other,Round,Ethnicity,Occupation
NA,NA,Dhading,7,Male,40 to 54,4 Mostly yes,5 Completely yes,4 Mostly yes,NA,5 Completely yes,No difficulty.,4 Mostly yes,16/07/15,9,NA,1,Brahmin,"Government (i.e. teacher, health worker, army)"
NA,NA,Dhading,7,Male,25 to 39,5 Completely yes,5 Completely yes,4 Mostly yes,NA,5 Completely yes,No difficulty.,5 Completely yes,13/07/15,1,NA,1,Newar,"Government (i.e. teacher, health worker, army)"
Education,NA,Dhading,7,Male,25 to 39,4 Mostly yes,3 Neutral,4 Mostly yes,NA,5 Completely yes,No difficulty.,5 Completely yes,13/07/15,1,NA,1,Gurung,Farmer / Laborer
NA,NA,Dhading,7,Female,40 to 54,4 Mostly yes,5 Completely yes,5 Completely yes,NA,5 Completely yes,No difficulty.,4 Mostly yes,13/07/15,1,NA,1,Newar,"Government (i.e. teacher, health worker, army)"
NA,NA,Dhading,7,Male,25 to 39,5 Completely yes,4 Mostly yes,5 Completely yes,NA,4 Mostly yes,No difficulty.,4 Mostly yes,13/07/15,0,not mentioned,1,Other,NGO Worker / Business
NA,NA,Dhading,7,Male,25 to 39,4 Mostly yes,4 Mostly yes,3 Neutral,NA,4 Mostly yes,No difficulty.,4 Mostly yes,13/07/15,1,NA,1,Dalit,Farmer / Laborer
NA,NA,Dhading,7,Male,40 to 54,5 Completely yes,4 Mostly yes,5 Completely yes,News about government decisions,4 Mostly yes,No difficulty.,3 Neutral,14/07/15,6,NA,1,Janajati,Skilled Worker (i.e. Carpenter)
NA,NA,Dhading,7,Male,40 to 54,5 Completely yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty.,4 Mostly yes,14/07/15,6,NA,1,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,40 to 54,4 Mostly yes,3 Neutral,4 Mostly yes,NA,4 Mostly yes,No difficulty.,4 Mostly yes,13/07/15,5,NA,1,Gurung,NGO Worker / Business
NA,NA,Dhading,7,Female,25 to 39,5 Completely yes,4 Mostly yes,5 Completely yes,NA,4 Mostly yes,No difficulty.,5 Completely yes,14/07/15,6,NA,1,Brahmin,"Government (i.e. teacher, health worker, army)"
NA,NA,Dhading,7,Male,40 to 54,4 Mostly yes,4 Mostly yes,5 Completely yes,NA,4 Mostly yes,No difficulty.,4 Mostly yes,14/07/15,6,NA,1,Brahmin,"Government (i.e. teacher, health worker, army)"
NA,NA,Dhading,7,Male,40 to 54,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty.,4 Mostly yes,15/07/15,6,NA,1,Brahmin,"Government (i.e. teacher, health worker, army)"
NA,NA,Dhading,7,Male,25 to 39,5 Completely yes,5 Completely yes,5 Completely yes,NA,4 Mostly yes,No difficulty.,5 Completely yes,15/07/15,6,NA,1,Brahmin,"Government (i.e. teacher, health worker, army)"
NA,NA,Dhading,7,Male,40 to 54,5 Completely yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty.,4 Mostly yes,15/07/15,6,NA,1,Brahmin,Skilled Worker (i.e. Carpenter)
Livelihoods,NA,Dhading,7,Female,25 to 39,4 Mostly yes,3 Neutral,4 Mostly yes,News about government decisions,4 Mostly yes,No difficulty.,3 Neutral,15/07/15,6,NA,1,Janajati,Farmer / Laborer
Livelihoods,NA,Dhading,7,Male,25 to 39,5 Completely yes,3 Neutral,5 Completely yes,NA,4 Mostly yes,"Yes, some difficulty.",4 Mostly yes,15/07/15,6,NA,1,Brahmin,Farmer / Laborer
Short-term shelter (tent / shelterbox),not mentioned,Dhading,7,Female,15 to 24,2 Very little,2 Very little,5 Completely yes,NA,6 Don't know,No difficulty.,5 Completely yes,13/07/15,4,NA,1,Janajati,Other
Short-term shelter (tent / shelterbox),NA,Dhading,7,Female,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,2 Very little,13/07/15,4,NA,1,Newar,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Dhading,7,Male,55+,1 Not at all,1 Not at all,1 Not at all,How to get shelter materials,6 Don't know,"Yes, some difficulty.",1 Not at all,13/07/15,4,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,business,Dhading,7,Male,25 to 39,1 Not at all,1 Not at all,2 Very little,NA,1 Not at all,No difficulty.,5 Completely yes,13/07/15,4,NA,1,Newar,Other
Long term shelter / housing,NA,Dhading,7,Other,Refused,1 Not at all,1 Not at all,1 Not at all,NA,1 Not at all,No difficulty.,5 Completely yes,13/07/15,4,NA,1,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Female,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,15/07/15,6,NA,1,Newar,Farmer / Laborer
Toilets / sanitation,NA,Dhading,7,Female,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,1 Not at all,16/07/15,6,NA,1,Brahmin,Farmer / Laborer
Livelihoods,NA,Dhading,7,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty.",2 Very little,16/07/15,6,NA,1,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,40 to 54,2 Very little,1 Not at all,1 Not at all,NA,1 Not at all,No difficulty.,5 Completely yes,16/07/15,6,NA,1,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,55+,1 Not at all,1 Not at all,2 Very little,News about government decisions,6 Don't know,"Yes, some difficulty.",2 Very little,16/07/15,6,NA,1,Newar,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,15 to 24,2 Very little,1 Not at all,1 Not at all,News about government decisions,3 Neutral,No difficulty.,1 Not at all,16/07/15,4,NA,1,Gurung,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,55+,1 Not at all,1 Not at all,1 Not at all,News about government decisions,3 Neutral,"Yes, some difficulty.",1 Not at all,16/07/15,4,NA,1,Gurung,Farmer / Laborer
Long term shelter / housing,not mentioned,Dhading,7,Female,55+,6 Don't know,1 Not at all,2 Very little,Others,6 Don't know,Cannot do at all.,1 Not at all,16/07/15,6,NA,1,Gurung,Other
Long term shelter / housing,NA,Dhading,7,Other,25 to 39,1 Not at all,1 Not at all,4 Mostly yes,News about government decisions,5 Completely yes,No difficulty.,1 Not at all,16/07/15,6,NA,1,Gurung,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Female,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,7 Refused,No difficulty.,1 Not at all,16/07/15,6,NA,1,Gurung,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,40 to 54,6 Don't know,2 Very little,2 Very little,News about government decisions,7 Refused,No difficulty.,2 Very little,16/07/15,4,NA,1,Brahmin,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Dhading,7,Male,55+,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,1 Not at all,14/07/15,3,NA,1,Brahmin,Farmer / Laborer
NA,NA,Dhading,7,Female,25 to 39,5 Completely yes,7 Refused,5 Completely yes,How to get shelter materials,1 Not at all,No difficulty.,1 Not at all,14/07/15,2,NA,1,Chhetri,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Dhading,7,Male,40 to 54,1 Not at all,2 Very little,1 Not at all,News about government decisions,1 Not at all,No difficulty.,2 Very little,14/07/15,4,NA,1,Chhetri,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Dhading,7,Other,15 to 24,1 Not at all,2 Very little,2 Very little,NA,1 Not at all,No difficulty.,4 Mostly yes,14/07/15,4,NA,1,Janajati,Farmer / Laborer
Financial support,NA,Dhading,7,Female,25 to 39,2 Very little,2 Very little,2 Very little,NA,6 Don't know,"Yes, some difficulty.",5 Completely yes,14/07/15,7,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,40 to 54,1 Not at all,1 Not at all,2 Very little,NA,1 Not at all,No difficulty.,5 Completely yes,14/07/15,7,NA,1,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,25 to 39,1 Not at all,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty.,1 Not at all,14/07/15,7,NA,1,Janajati,Farmer / Laborer
Toilets / sanitation,NA,Dhading,7,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,NA,1 Not at all,No difficulty.,5 Completely yes,14/07/15,7,NA,1,Chhetri,Farmer / Laborer
Livelihoods,NA,Dhading,7,Male,40 to 54,2 Very little,1 Not at all,2 Very little,NA,6 Don't know,No difficulty.,5 Completely yes,14/07/15,7,not mentioned,1,Other,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Female,40 to 54,1 Not at all,1 Not at all,1 Not at all,NA,2 Very little,No difficulty.,5 Completely yes,15/07/15,9,NA,1,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,55+,1 Not at all,1 Not at all,1 Not at all,News about government decisions,6 Don't know,"Yes, some difficulty.",2 Very little,15/07/15,3,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Female,25 to 39,2 Very little,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty.,2 Very little,15/07/15,3,NA,1,Chhetri,Farmer / Laborer
Food,NA,Dhading,7,Male,25 to 39,1 Not at all,1 Not at all,2 Very little,NA,5 Completely yes,No difficulty.,5 Completely yes,15/07/15,3,NA,1,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Female,25 to 39,2 Very little,1 Not at all,2 Very little,News about government decisions,2 Very little,No difficulty.,2 Very little,15/07/15,3,NA,1,Janajati,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Dhading,7,Male,40 to 54,2 Very little,2 Very little,2 Very little,NA,2 Very little,"Yes, some difficulty.",5 Completely yes,13/07/15,9,NA,1,Janajati,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Dhading,7,Female,25 to 39,2 Very little,2 Very little,2 Very little,NA,2 Very little,No difficulty.,5 Completely yes,13/07/15,9,NA,1,Gurung,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,55+,5 Completely yes,1 Not at all,1 Not at all,NA,1 Not at all,"Yes, some difficulty.",5 Completely yes,13/07/15,9,not mentioned,1,Other,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,Refused,2 Very little,2 Very little,2 Very little,How to get healthcare psychosocial support,2 Very little,No difficulty.,2 Very little,13/07/15,9,NA,1,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,40 to 54,1 Not at all,2 Very little,1 Not at all,NA,1 Not at all,"Yes, some difficulty.",5 Completely yes,13/07/15,9,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Female,25 to 39,2 Very little,1 Not at all,2 Very little,NA,2 Very little,No difficulty.,5 Completely yes,16/07/15,8,NA,1,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Female,25 to 39,2 Very little,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty.,2 Very little,16/07/15,8,NA,1,Janajati,Farmer / Laborer
Toilets / sanitation,NA,Dhading,7,Male,40 to 54,2 Very little,1 Not at all,2 Very little,News about government decisions,6 Don't know,No difficulty.,2 Very little,16/07/15,8,not mentioned,1,Other,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,Refused,1 Not at all,1 Not at all,2 Very little,NA,6 Don't know,No difficulty.,5 Completely yes,16/07/15,8,NA,1,Brahmin,Farmer / Laborer
Long term shelter / housing,Not mentioned,Dhading,7,Male,55+,2 Very little,2 Very little,2 Very little,NA,2 Very little,"Yes, some difficulty.",4 Mostly yes,15/07/15,1,NA,1,Chhetri,Other
Long term shelter / housing,NA,Dhading,7,Female,25 to 39,4 Mostly yes,1 Not at all,2 Very little,News about government decisions,4 Mostly yes,"Yes, some difficulty.",2 Very little,15/07/15,1,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,student,Dhading,7,Male,15 to 24,4 Mostly yes,1 Not at all,1 Not at all,News about government decisions,5 Completely yes,No difficulty.,1 Not at all,15/07/15,1,NA,1,Brahmin,Other
Long term shelter / housing,NA,Dhading,7,Female,40 to 54,2 Very little,2 Very little,2 Very little,News about government decisions,2 Very little,"Yes, some difficulty.",2 Very little,14/07/15,1,NA,1,Brahmin,Farmer / Laborer
Education,NA,Dhading,7,Female,25 to 39,2 Very little,3 Neutral,5 Completely yes,How to register for access support,1 Not at all,No difficulty.,1 Not at all,14/07/15,1,NA,1,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,55+,2 Very little,2 Very little,1 Not at all,NA,4 Mostly yes,"Yes, some difficulty.",4 Mostly yes,14/07/15,1,NA,1,Chhetri,Farmer / Laborer
Education,not mentioned,Dhading,7,Female,40 to 54,2 Very little,2 Very little,2 Very little,News about government decisions,2 Very little,"Yes, some difficulty.",2 Very little,16/07/15,2,NA,1,Janajati,Other
NA,NA,Dhading,7,Female,25 to 39,1 Not at all,4 Mostly yes,1 Not at all,NA,1 Not at all,"Yes, some difficulty.",4 Mostly yes,16/07/15,2,NA,1,Chhetri,Farmer / Laborer
Long term shelter / housing,student,Dhading,7,Male,15 to 24,2 Very little,2 Very little,2 Very little,News about government decisions,4 Mostly yes,"Yes, some difficulty.",2 Very little,16/07/15,2,NA,1,Chhetri,Other
NA,NA,Dhading,7,Male,40 to 54,5 Completely yes,4 Mostly yes,1 Not at all,NA,1 Not at all,No difficulty.,5 Completely yes,16/07/15,2,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Female,40 to 54,4 Mostly yes,2 Very little,2 Very little,How to register for access support,4 Mostly yes,"Yes, a lot of difficulty.",1 Not at all,17/07/15,8,NA,1,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Female,15 to 24,4 Mostly yes,2 Very little,2 Very little,NA,5 Completely yes,"Yes, some difficulty.",4 Mostly yes,16/07/15,8,NA,1,Janajati,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Dhading,7,Male,40 to 54,3 Neutral,1 Not at all,2 Very little,NA,1 Not at all,"Yes, a lot of difficulty.",5 Completely yes,16/07/15,8,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,55+,5 Completely yes,1 Not at all,2 Very little,NA,1 Not at all,"Yes, a lot of difficulty.",4 Mostly yes,16/07/15,8,NA,1,Newar,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Female,40 to 54,7 Refused,3 Neutral,7 Refused,Finding missing people,1 Not at all,No difficulty.,2 Very little,16/07/15,8,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,not mentioned,Dhading,7,Female,Refused,4 Mostly yes,2 Very little,1 Not at all,NA,4 Mostly yes,No difficulty.,4 Mostly yes,16/07/15,6,not mentioned,1,Other,Other
Long term shelter / housing,NA,Dhading,7,Female,15 to 24,2 Very little,2 Very little,1 Not at all,News about government decisions,1 Not at all,"Yes, a lot of difficulty.",2 Very little,16/07/15,6,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,40 to 54,7 Refused,2 Very little,7 Refused,News about government decisions,7 Refused,"Yes, some difficulty.",2 Very little,13/07/15,6,NA,1,Chhetri,"Government (i.e. teacher, health worker, army)"
NA,NA,Dhading,7,Female,55+,5 Completely yes,5 Completely yes,1 Not at all,NA,2 Very little,"Yes, some difficulty.",5 Completely yes,13/07/15,6,NA,1,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,55+,5 Completely yes,2 Very little,6 Don't know,NA,2 Very little,"Yes, some difficulty.",5 Completely yes,14/07/15,6,NA,1,Chhetri,Farmer / Laborer
NA,NA,Dhading,7,Male,25 to 39,6 Don't know,4 Mostly yes,4 Mostly yes,NA,5 Completely yes,No difficulty.,4 Mostly yes,13/07/15,6,NA,1,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Female,40 to 54,6 Don't know,1 Not at all,4 Mostly yes,NA,6 Don't know,"Yes, some difficulty.",7 Refused,13/07/15,6,NA,1,Tamang,Farmer / Laborer
NA,NA,Dhading,7,Male,15 to 24,1 Not at all,4 Mostly yes,4 Mostly yes,NA,1 Not at all,No difficulty.,5 Completely yes,13/07/15,6,NOT MENTIONED,1,Other,Farmer / Laborer
Long term shelter / housing,NA,Dhading,7,Male,25 to 39,6 Don't know,1 Not at all,6 Don't know,NA,4 Mostly yes,No difficulty.,7 Refused,13/07/15,6,NA,1,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Dolakha,7,Male,15 to 24,7 Refused,1 Not at all,7 Refused,News about government decisions,3 Neutral,No difficulty.,1 Not at all,16/07/15,9,notmentioned,1,Other,Skilled Worker (i.e. Carpenter)
NA,NA,Dolakha,7,Male,25 to 39,1 Not at all,5 Completely yes,5 Completely yes,How to register for access support,5 Completely yes,"Yes, a lot of difficulty.",3 Neutral,17/07/15,2,NA,1,Gurung,Farmer / Laborer
Long term shelter / housing,NA,Dolakha,7,Male,Refused,2 Very little,2 Very little,1 Not at all,News about government decisions,1 Not at all,"Yes, a lot of difficulty.",1 Not at all,14/07/15,3,NA,1,Newar,Farmer / Laborer
Education,NA,Dolakha,7,Male,25 to 39,3 Neutral,2 Very little,2 Very little,News about government decisions,2 Very little,No difficulty.,2 Very little,16/07/15,4,NA,1,Tamang,Farmer / Laborer
NA,NA,Dolakha,7,Male,40 to 54,5 Completely yes,4 Mostly yes,5 Completely yes,News about government decisions,6 Don't know,No difficulty.,1 Not at all,16/07/15,4,NA,1,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Dolakha,7,Male,40 to 54,2 Very little,1 Not at all,2 Very little,News about government decisions,6 Don't know,"Yes, a lot of difficulty.",1 Not at all,16/07/15,4,NA,1,Tamang,Farmer / Laborer
NA,NA,Dolakha,7,Male,25 to 39,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,3 Neutral,No difficulty.,4 Mostly yes,16/07/15,4,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Dolakha,7,Female,40 to 54,4 Mostly yes,2 Very little,2 Very little,News about government decisions,3 Neutral,"Yes, some difficulty.",1 Not at all,15/07/15,4,NA,1,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Dolakha,7,Male,55+,4 Mostly yes,1 Not at all,3 Neutral,News about government decisions,6 Don't know,"Yes, a lot of difficulty.",2 Very little,15/07/15,4,NA,1,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Dolakha,7,Female,40 to 54,5 Completely yes,3 Neutral,1 Not at all,NA,3 Neutral,"Yes, some difficulty.",4 Mostly yes,14/07/15,3,NA,1,Newar,Farmer / Laborer
Long term shelter / housing,notmentioned,Dolakha,7,Female,15 to 24,4 Mostly yes,2 Very little,1 Not at all,NA,4 Mostly yes,"Yes, some difficulty.",4 Mostly yes,14/07/15,3,NA,1,Newar,Other
Short-term shelter (tent / shelterbox),NA,Dolakha,7,Male,40 to 54,4 Mostly yes,1 Not at all,4 Mostly yes,News about government decisions,4 Mostly yes,"Yes, some difficulty.",2 Very little,14/07/15,3,NA,1,Chhetri,"Government (i.e. teacher, health worker, army)"
Long term shelter / housing,NA,Dolakha,7,Female,40 to 54,4 Mostly yes,1 Not at all,4 Mostly yes,News about government decisions,5 Completely yes,"Yes, some difficulty.",2 Very little,14/07/15,3,NA,1,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Dolakha,7,Male,25 to 39,4 Mostly yes,1 Not at all,2 Very little,News about government decisions,4 Mostly yes,No difficulty.,1 Not at all,14/07/15,3,NA,1,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Dolakha,7,Female,15 to 24,4 Mostly yes,2 Very little,4 Mostly yes,NA,6 Don't know,No difficulty.,4 Mostly yes,16/07/15,2,NA,1,Janajati,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Dolakha,7,Male,25 to 39,3 Neutral,1 Not at all,1 Not at all,How to register for access support,3 Neutral,"Yes, some difficulty.",3 Neutral,17/07/15,2,NA,1,Newar,"Government (i.e. teacher, health worker, army)"
Long term shelter / housing,NA,Dolakha,7,Male,25 to 39,4 Mostly yes,2 Very little,4 Mostly yes,News about government decisions,4 Mostly yes,"Yes, some difficulty.",1 Not at all,17/07/15,2,NA,1,Newar,"Government (i.e. teacher, health worker, army)"
NA,NA,Dolakha,7,Male,Refused,4 Mostly yes,4 Mostly yes,2 Very little,News about government decisions,6 Don't know,"Yes, a lot of difficulty.",1 Not at all,17/07/15,2,NA,1,Janajati,Farmer / Laborer
NA,student,Dolakha,7,Female,15 to 24,5 Completely yes,4 Mostly yes,4 Mostly yes,News about government decisions,6 Don't know,No difficulty.,2 Very little,17/07/15,2,NA,1,Janajati,Other
Long term shelter / housing,NA,Dolakha,7,Female,40 to 54,5 Completely yes,1 Not at all,1 Not at all,News about government decisions,3 Neutral,"Yes, a lot of difficulty.",2 Very little,16/07/15,2,NA,1,Newar,NGO Worker / Business
Long term shelter / housing,NA,Dolakha,7,Male,40 to 54,5 Completely yes,2 Very little,4 Mostly yes,News about government decisions,3 Neutral,"Yes, some difficulty.",2 Very little,17/07/15,2,not mentioned,1,Other,"Government (i.e. teacher, health worker, army)"
Long term shelter / housing,woker,Dolakha,7,Male,55+,5 Completely yes,1 Not at all,1 Not at all,NA,2 Very little,No difficulty.,6 Don't know,21/07/15,8,NA,1,Newar,Other
Long term shelter / housing,NA,Dolakha,7,Female,40 to 54,4 Mostly yes,2 Very little,3 Neutral,How to get shelter materials,2 Very little,No difficulty.,2 Very little,17/07/15,2,NA,1,Newar,Farmer / Laborer
Short-term shelter (tent / shelterbox),business,Dolakha,7,Male,40 to 54,5 Completely yes,1 Not at all,5 Completely yes,News about government decisions,7 Refused,"Yes, some difficulty.",1 Not at all,15/07/15,5,NA,1,Newar,Other
Financial support,NA,Dolakha,7,Female,55+,2 Very little,1 Not at all,1 Not at all,News about government decisions,6 Don't know,No difficulty.,1 Not at all,14/07/15,1,NA,1,Chhetri,Farmer / Laborer
Short-term shelter (tent / shelterbox),business,Dolakha,7,Male,25 to 39,5 Completely yes,1 Not at all,5 Completely yes,News about government decisions,7 Refused,No difficulty.,1 Not at all,15/07/15,5,NA,1,Chhetri,Other
NA,NA,Dolakha,7,Female,15 to 24,1 Not at all,4 Mostly yes,5 Completely yes,News about government decisions,7 Refused,No difficulty.,1 Not at all,14/07/15,4,NA,1,Dalit,Farmer / Laborer
